respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
148881,2,1,2/2/2021,1,42,3,S,2,1,9,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,2,2,2,2,2, ,5,1, ,1,2,2,2,1,1,2,1,1,1,2,1,2,0, , , ,1,60,1,2,8,3,2,2,9, , , ,9, ,9,3,9,2,2, , ,1,0.3716449,0.4217437
149007,2,1,2/1/2021,1,2,1,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,4, ,1,2,2,2,2,1,2,1,1,1,1,1,2,40,2,2,1,2,65,1,2,6,3,1,2,1, , , ,1, ,2,3,2,1, , , ,1,0.3110796,0.692637
149079,2,1,2/6/2021,1,34,2,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,2,2,2,2,3,2,1, ,2,2,2,2,3,1,1,1,1,1,1,1,1,12,1,2,1,1,31,1,2,8,1,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.6028131,0.5247064
149129,2,1,2/7/2021,1,48,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,2, , ,3, ,1,2,2,2,2,1,2,1,1,1,1,1,1,20,1,2,2,1,59,1,1,6,1,2,2,1, , , ,1, ,10,3,2,3,2, , ,1,0.3520495,0.3998184
149132,2,1,2/3/2021,1,55,1,R,2,1,1,1,2,2,2, , , ,1,1,1,2,1,1,2,1,my phone is fast enough for what he needs to do and doesnt see the need for high speed internet at home.,6,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,2,2, , ,3,3,2,2,3,3,1,1,2,8,1,2,2,1,27,6,2,1,5,2,2,1, , , ,1, ,5,3,1,1, , , ,2,1.0963994,0.9275734
149186,2,1,2/6/2021,1,37,4,U,2,2,1,1,2,1,1,4, , ,1,2,2,2,1,1,2,2, ,3,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2, ,1, ,1,1,2, , ,3,2,1,1,1,1,2,1,1,10,1,2,1,2,19,6,2,3,2,2,2,1,2,5, ,4, ,10,3,2,1, , , ,2,2.2939272,2.0279976
149287,2,1,2/2/2021,1,5,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,1,1,2,2,1, ,3,4,3,1,2,2,2,1,2,1,3,1,2,1,1,1,33,1,1,1,2,42,1,1,8,8,2,2,1, , , ,1, ,6,3,1,9,4, , ,1,0.8744265,0.8044962
149316,2,1,1/29/2021,1,17,5,S,2,2,2,2, ,2,2, , , ,8,2,2,2, ,2,2,1,dont need it, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,3,3,3,3,3,2,2,2,0, , , ,2,69,6,2,5,2,2,2,1, , , ,1, ,10,8,8,1, , , ,2,0.8780108,1.3290373
149339,2,1,1/27/2021,1,53,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2, , ,3, ,1,2,2, ,4,3,3,1,2,2,2,1,2,0, , , ,1,36,6,2,6,1,2,2,1, , , ,1, ,5,2, ,1, , , ,2,0.6533628,0.5585973
149519,2,1,2/2/2021,1,6,5, ,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2, ,2, ,2,1,2,2, ,1,1,1,1,1,1,2,1,1,98,2,2,2,1,29,6,2,4,4,2,2,8, , , ,9, ,10,4,8,2,2, , ,2,1.5409372,1.2387066
149520,2,1,2/5/2021,1,49,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,2,2,2,2,2, ,3,3, ,3,1,1,1,4,1,2,2,2,2,1,1,1,0, , , ,2,40,3,1,5,1,2,1,1, , , ,1,1,5,2, ,3,2, , ,2,1.8222053,1.5832173
149550,2,1,2/2/2021,1,42,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2, ,3,4, ,4,2,2, ,3,1,1,1,1,1,1,1,2,10,1,2,1,2,30,6,2,8,1,2,2,1, , , ,1, ,8,2, ,3,3, , ,2,1.2822161,1.1221329
149590,2,1,1/28/2021,1,39,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,2, ,2,1,1,1,3,2,2,2,1,1,2,1,1,2,1,2,2,2,51,1,1,8,1,1,2,1, , , ,1, ,5,1, ,4,3, , ,2,1.0516658,0.8729987
149614,2,1,2/7/2021,1,34,4,S,2,1,1,1,2,2,2, , , ,1,2,2,2,2,2,2,1,Does not need it, ,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2, , , , ,3,2, , ,3,1,1,1,1,1,2,1,1,4,1,1,2,3,25,6,2,3,4,2,2,9, , , ,9, ,1,4,8,3,3, , ,2,1.3424853,1.2753652
149627,2,1,2/1/2021,1,37,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,1,8,2,1,2, ,1,1, ,3,2,2,2,3,1,2,1,1,2,2,1,1,3,1,2,2,2,40,1,1,6,1,2,2,2, , , ,2, ,9,2, ,4,2, , ,2,1.2833995,1.1332589
149715,2,1,2/1/2021,1,6,1, ,2,1,1,1,2,1,2, , , ,1,2,1,2,2,1,2,2, ,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2, , ,4,1,2,2,1,1,2,2,1,5,2,2,1,1,19,6,2,3,2,2,2,1, , , ,1, ,1,8,8,5,3, , ,2,0.8254459,0.6863281
149753,2,1,2/1/2021,1,24,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,1, , ,1, ,1,2,2,2,3,3,2,2,1,3,1,2,2,0, , , ,2,50,4,2,3,2,1,2,1, , , ,1, ,10,9,8,1, , , ,1,1.3724709,2.0089144
149864,2,1,1/27/2021,1,56,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2, ,2, ,1,2,2,2, ,2,2,1,1,1,2,1,1,1,52,1,1,2,1,38,3,1,6,1,2,2,1, , , ,1, ,8,2, ,3,1, , ,2,0.9169281,0.7615946
150110,2,1,1/29/2021,1,25,1, ,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,1,2,2, ,3,1,1,1,1,1,2,1,2,12,1,2,2,1,50,6,2,5,3,2,2,1, , , ,1, ,10,9,9,9,9, , ,9,1.0569636,1.0340823
150333,2,1,1/27/2021,1,8,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2, ,1,2, ,1,2,2, ,2,3,3,2,3,3,2,1,2,3,1,2,2,1,27,6,2,7,1,2,2,5,4, , ,4, ,6,3,8,2,2, , ,2,1.0635558,0.8632642
150338,2,1,2/8/2021,1,12,4,U,2,1,1,1,2,1,1,3, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2, , ,1, ,1,2,2, ,4,2,2,1,1,2,2,1,1,10,1,2,2,1,34,1,1,3,1,2,2,1,3,5, ,4, ,8,3,9,3,2, , ,2,1.6426384,1.3314529
150528,2,1,1/27/2021,1,18,2,U,2,1,1,1,1,1,2, , , ,1,2,1,2,1,2,2,2, ,3,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2, ,1,1,2, ,2, , ,2,2,2,2,8,2,1,2,2,0, , , ,1,30,6,2,6,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,2,0.6171213,0.4734135
150594,2,1,1/29/2021,1,53,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,3,3,3, ,1,1,1, ,3,2,2,1,1,2,1,1,1,6,1,2,1,1,42,1,1,5,2,2,2,1, , , ,1, ,4,2, ,7,3, , ,1,1.0018378,0.7113436
150799,2,1,2/8/2021,1,9,4,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,8,2,2,2,2,2, , , , ,3,2,2,2,1,3,3,2,1,2,1,1,2,40,1,2,1,1,84,1,2,8,3,2,2,1, , , ,1, ,9,2, ,2,2, , ,1,0.3809014,0.5547485
150929,2,1,1/27/2021,1,46,2,U,2,2,1,1,2,1,1,3, , ,1, , , , , , , , , ,1, , , , ,1,2,2,2,1,2,2,2,2,2,1,1, , , ,1,2,2,2,3,1,1,1,1,1,1,2,1,15,1,1,2,2,48,1,2,4,2,2,2,1, , , ,1, ,2,2, ,3,3, , ,2,1.0559104,0.9192505
150994,2,1,2/2/2021,1,39,4,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1, , ,3, ,3,1,1, ,2,2,3,1,1,2,2,1,2,0, , , ,2,40,2,1,4,4,2,2,1, , , ,1, ,4,4,9,4,2, , ,2,1.4902209,1.179517
151046,2,1,2/1/2021,1,21,2,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,2,2, ,3,1,1,1,1,1,1,1,1,0, , , ,1,40,1,1,6,1,2,2,1, , , ,1, ,6,1, ,5,2, , ,2,0.6838376,0.5988863
151200,2,1,1/27/2021,1,13,4, ,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,2, , , , , ,2,2, ,3,3,1,1,1,2,2,1,2,3,1,2,2,1,99,1,9,99,99,9,9,9, , , ,9, ,10,9,9,9,9, , ,9,0.7950117,0.8095054
151272,2,1,1/28/2021,1,17,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,2,2,2,5,4,2, ,2,2,1,2,3,2,2,1,1,1,1,1,2,0, , , ,1,43,1,1,3,1,2,2,1, , , ,1, ,7,1, ,4,2, , ,2,1.7979002,1.3522218
151284,2,1,1/28/2021,1,48,2,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2, , ,1,1,1,2,2, ,2,1,2,1,1,1,1,1,1,50,1,2,1,2,31,1,1,2,1,2,1,1, , , ,1,1,3,2, ,6,2, , ,2,2.0006659,1.7565561
151302,2,1,2/5/2021,1,8,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,2,2,2,2,3,3,2,8,3,2,2,1,2,10,1,2,2,1,60,1,2,6,1,2,2,1, , , ,1, ,9,3,8,2,2, , ,1,0.337806,0.3946651
151427,2,1,2/3/2021,1,55,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2, , ,2, ,4,1,1, ,3,2,2,1,1,2,1,2,1,1,1,2,2,2,31,2,1,3,4,1,2,1,3, , ,4, ,2,3,2,5,2, , ,2,2.4596811,2.2723671
151465,2,1,1/29/2021,1,17,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,2,1,2,5,1,1, ,1,2,2,2,3,2,2,2,1,2,1,1,1,15,1,1,2,2,75,5,2,4,3,2,2,1, , , ,1, ,8,1, ,1, , , ,1,0.6717556,1.5241411
151478,2,1,1/31/2021,1,35,3, ,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,1,8,2,3,3,8,1,3,2,1,2,1,1,2,2,1,70,3,2,98,1,8,1,1, , , ,1,1,10,2, ,1, , , ,2,0.5062109,0.6424498
151566,2,1,2/2/2021,1,45,1,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,3,1,1, ,3,1,1,1,1,1,1,2,1,0, , , ,1,36,6,2,4,1,2,2,1, , , ,1, ,2,2, ,1, , , ,2,0.8770771,0.7461533
151599,2,1,1/28/2021,1,1,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,8,1,1,2,1,2,1,1,8,1,2,2,2,3, ,2, ,1,2,1, ,3,2,1,1,1,2,2,1,2,0, , , ,1,44,1,1,8,1,2,2,1, , , ,1, ,9,1, ,8,2, , ,2,0.6838376,0.5988863
151639,2,1,2/1/2021,1,48,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,1,1,1,8,1,1, , ,1, ,8,2,2, ,3,1,1,1,1,1,1,1,1,3,1,2,2,2,52,1,1,4,1,2,2,2, , , ,2, ,9,3,1,4,4, , ,2,1.4919072,1.1839327
151651,2,1,1/27/2021,1,56,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,1,2,2,2,2,2,2, ,2, ,5,2,2,2,2,1,2,1,1,2,1,1,1,6,1,2,2,1,40,1,1,7,5,2,2,1, , , ,1, ,8,2, ,4,2, , ,2,0.6695377,0.5669494
151840,2,1,2/2/2021,1,6,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,1,1,1,1,2,2,5, ,5, ,2,2,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,65,1,2,8,1,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,0.3309646,0.4041579
151881,2,1,2/1/2021,1,42,5,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,3,2, ,2,2,2, ,4,1,2,1,1,1,1,1,2,1,2,2,1,1,38,1,1,8,1,2,2,3, , , ,3, ,9,3,2,4,2, , ,1,0.8270993,0.7640999
151942,2,1,2/1/2021,1,51,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2, , ,2, ,1,2,2, ,3,2,1,1,1,2,1,1,2,10,1,2,1,2,32,6,2,8,7,2,2,1, , , ,1, ,6,2, ,2,2, , ,2,1.2198292,1.0051545
152073,2,1,1/27/2021,1,25,3,U,2,1,1,1,3,1,2, , , ,1,2,2,2,1,2,2,2, , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,1,2, ,2,3,2,1,1,8,1,2,2,2,0, , , ,1,29,6,2,3,2,2,2,4, , , ,4, ,7,4,9,1, , , ,2,1.7133295,1.2023912
152354,2,1,1/27/2021,1,17,5, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,1,1,2,2,2,1,3, ,3,2,2,2,3,3,1,1,1,2,1,1,2,2,2,1,2,1,34,1,2,6,1,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.7075538,0.519767
152476,2,1,1/28/2021,1,36,5, ,2,1,1,1,1,2,1,3, , ,1, , , , , , , , , ,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2, , , , ,4,2,2, ,4,2,1,2,2,2,1,1,2,97,2,2,2,1,99,2,1,8,1,2,1,1, , , ,1,1,10,1, ,9,9, , ,2,0.3110796,0.3946651
152507,2,1,2/6/2021,1,5,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,3,2,2,2,3,3,2,2,1,2,1,1,2,0, , , ,2,65,1,2,3,3,1,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.4100418,2.2723671
152614,2,1,1/28/2021,1,12,3,S,2,1,1,1,2,1,1,3, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,1,2,2,2,2, ,2,2, ,3,2,2,2,3,1,1,1,1,1,2,2,2,1,1,2,2,1,62,3,2,4,1,2,2,1, , , ,1, ,10,1, ,3,2, , ,2,0.6898532,0.6588925
152647,2,1,2/5/2021,1,25,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,5,1,2,5,1,2,2, ,3,1,1,1,1,1,1,1,1,3,1,2,2,1,31,1,2,8,1,2,2,2, , , ,2, ,8,2, ,2,2, , ,2,1.0243825,0.7112524
152652,2,1,2/2/2021,1,34,5,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,3,2,2,2,3,1,1,1,1,1,1,1,2,24,1,2,2,2,64,1,2,8,3,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.7458912,0.7880308
152662,2,1,2/8/2021,1,37,2,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,1,2,2,2, ,3,2, ,1,2,2,2,3,1,2,1,1,1,1,1,8,0, , , ,1,59,1,2,3,1,2,2,1, , , ,1, ,10,2, ,3,3, , ,1,1.0453862,1.0101948
152723,2,1,1/27/2021,1,53,1,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2, , ,1, ,1,2,2, ,3,1,2,1,1,1,2,1,2,5,1,2,1,1,33,1,2,6,1,2,2,1, , , ,1, ,6,3,8,2,2, , ,2,0.5614908,0.4449434
152890,2,1,2/2/2021,1,6,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2, ,2,1,1, ,2,1,1,1,1,1,2,1,2,0, , , ,1,30,6,2,6,4,2,2,1,3,2, ,4, ,5,3,9,1, , , ,2,1.0590054,0.9136279
152968,2,1,1/27/2021,1,51,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,2,2,1,2,5,3,1,4,4,2,2,2,4,2,3,2,1,2,1,1,1,30,1,1,1,2,51,1,1,8,1,2,2,1, , , ,1, ,8,5,2,4,3, , ,2,0.9814993,0.8189401
153029,2,1,2/1/2021,1,28,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2,2,2,1,3,3,3,3,3,1,1,2,10,1,2,2,1,69,1,2,3,1,2,2,1, , , ,1, ,10,1, ,2,2, , ,2,0.9250309,1.1111801
153126,2,1,2/7/2021,1,51,5,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2, , ,2,1,2,2,2, ,2,1,1,1,1,1,2,1,2,30,1,1,1,2,21,6,2,6,4,2,2,1, , , ,1, ,9,3,8,3,3, , ,2,1.1473898,0.8242593
153155,2,1,1/27/2021,1,45,3,U,2,1,2,2, ,2,2, , , ,2,2,2,2, ,2,2,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,1, ,2,2,1,2,1,2,2,2,0, , , ,1,65,1,2,3,3,1,2,2, , , ,2, ,3,2, ,3,3, , ,2,1.7485667,1.709601
153200,2,1,1/28/2021,1,28,1,R,2,2,1,1,1,1,2, , , ,1,2,2,2,1,1,2,1,work out of town a lot,6,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2, ,3,1,1,1,1, , ,2,1,1,1,1,1,2,2,1,0, , , ,2,32,6,2,4,1,2,2,2, , , ,2, ,4,2, ,1, , , ,2,2.4596811,2.2723671
153268,2,1,1/27/2021,1,23,2, ,2,2,1,1,1,1,1,8, , ,1,8,2,2,1,1,1,2, ,8,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2, ,1,1,1,1,2, , ,3,2,2,1,1,1,1,2,1,24,1,1,1,2,18,6,2,4,2,2,2,1, , , ,1, ,3,3,8,5,5, , ,2,2.3731893,2.0314139
153378,2,1,2/2/2021,1,17,1,R,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,1,1,2,1,2,2,2,2, , ,1,2,3,2,2,2,3,1,1,1,1,1,2,2,2,50,1,2,1,2,63,1,2,3,3,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,2.2659022,2.1472448
153397,2,1,2/4/2021,1,48,5,U,2,1,1,1,1,1,2, , , ,1,2,1,2,1,2,2,2, ,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1, ,1,1, , ,4,1,1,1,1,2,1,1,2,0, , , ,1,62,3,2,3,3,1,2,2, , , ,2, ,1,2, ,1, , , ,2,0.9942416,0.8220084
153444,2,1,2/4/2021,1,15,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2, ,1, , , ,2,2, ,2,1,1,1,1,2,2,1,2,8,1,2,1,1,31,6,2,6,1,2,1,7,3, , ,4,1,3,4,8,3,3, , ,2,0.9004278,0.7586886
153452,2,1,2/2/2021,1,13,1,R,2,1,2,2, ,2,2, , , ,1,2,2,2,1,1,2,1,mr 90 and doesnt know how to use it,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,2,2,1,8,2,2,2,2,0, , , ,1,90,5,2,3,3,2,2,1, , , ,1, ,5,3,1,1, , , ,1,0.631695,1.1111801
153456,2,1,1/28/2021,1,26,5,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,3, ,1, ,1,2,2, ,3,2,3,1,1,1,1,1,1,4,1,1,1,1,34,6,2,6,1,2,2,1, , , ,1, ,8,5,8,1, , , ,2,0.7075538,0.519767
153523,2,1,1/27/2021,1,13,2,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2, ,3,1,1,1,1,1,1,1,1,10,1,1,2,1,19,2,2,3,2,2,2,1, , , ,1, ,2,2, ,5,5, , ,2,0.8430756,0.7249898
153617,2,1,2/2/2021,1,6,1,R,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,3,2,1,1,1,1,1,1,1,12,1,2,1,2,58,3,2,6,1,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,0.6059635,0.6086443
153728,2,1,1/29/2021,1,22,4,U,2,1,1,2,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,3,3,8,1,1,2,1,2,10,1,2,1,1,60,3,2,5,5,2,2,1,4, , ,4, ,6,3,8,4,4, , ,1,0.8347664,0.7625079
153759,2,1,2/5/2021,1,48,2, ,2,1,2,2, ,2,2, , , ,1,2,2,2,2,2,2,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, ,2, ,3,3,8,8,3,2,2,2,0, , , ,8,67,1,1,1,3,1,1,7, , , ,5,3,4,2, ,5,4, , ,2,2.2396729,2.2706996
153797,2,1,1/30/2021,1,2,1,R,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,1,1, ,3,2,2, ,3,1,1,1,1,1,1,1,2,6,1,2,1,2,33,1,2,6,1,2,2,3,1, , ,4, ,8,2, ,2,2, , ,2,1.755979,1.6451541
153927,2,1,1/28/2021,1,48,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2, , ,1,3,2,2,2, ,3,1,1,1,1,1,2,2,1,3,1,2,2,2,35,6,1,5,1,2,2,2, , , ,2, ,3,2, ,3,1, , ,1,1.0566075,1.3053428
153992,2,1,2/6/2021,1,54,2,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,1,2,1,2,3,5,1,5,5,2,2,2,2,2,2,1,1,1,1,1,1,0, , , ,1,51,1,2,3,1,2,2,1, , , ,1, ,7,3,1,3,3, , ,1,1.4420564,1.3010209
154128,2,1,1/28/2021,1,6,5,U,2,2,1,1,1,2,2, , , ,1,1,1,2,2,1,2,9, ,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , ,5,2, , ,4,3,2,3,1,3,1,1,2,3,1,2,2,2,38,6,2,4,1,2,2,2, , , ,2, ,3,3,8,1, , , ,2,2.3547096,2.0118303
154357,2,1,1/27/2021,1,39,2,R,2,1,1,2,3,2,1,2, , ,2, , , , , , , , , ,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,2,2, ,2,3,3,3,3,3,2,1,1,12,1,2,2,1,60,3,2,6,3,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.3538788,0.3946651
154456,2,1,2/1/2021,1,48,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,3,2,2, ,3,1,1,1,1,1,2,1,1,5,1,2,2,2,37,2,1,5,1,2,2,1, , , ,1, ,6,1, ,5,4, , ,2,1.1047708,0.9439693
154472,2,1,2/2/2021,1,35,3,U,2,2,1,1,1,2,2, , , ,1,2,2,2,1,2,8,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , ,4,2,3,1,2,3,2,2,2,3,1,2,2,2,67,1,2,6,3,2,2,1, , , ,1, ,10,2, ,2,2, , ,1,0.4362632,0.70795
154658,2,1,2/4/2021,1,53,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2,2,2,4,2,2,1,1,1,2,1,2,14,1,2,1,1,99,6,2,6,2,2,2,9, , , ,9, ,8,3,2,2,2, , ,2,0.4036037,0.4276665
154667,2,1,2/3/2021,1,6,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,2,1,1,1,1,2,1,5,2,2,2,2,3,2,1,1,1,2,1,1,2,12,1,1,1,2,51,1,2,8,1,2,1,1, , , ,1,1,8,2, ,2,2, , ,1,0.8246844,0.7863852
154751,2,1,1/30/2021,1,9,2,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,2,2,2,2,4,2,1,1,1,1,1,2,2,5,1,2,2,1,63,3,2,5,1,2,2,1, , , ,1, ,5,3,8,2,2, , ,1,0.5880008,0.7090609
